"whale.id","matriline","year","sex","birth.year","death.year","mean.ep","n.ep","SD","area","age","pregnancy","pregnancy.simple","status","num.offspring","num.births","num.sons","num.daughters","has.son","has.adultson","age.sex.class.full","age.sex.class","salmon","mother.status"
"W189","M20",2021,"m",2020,NA,1.110100719,2,0.003736612,"J strait",1,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","male calf","calf",1.056666667,NA
"W190","M20",2021,"u",2021,NA,1.167059295,2,0.000462665,"J strait",0,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","unknown calf","calf",1.056666667,NA
"W191","M20",2021,"f",2021,NA,1.162720838,3,0.001713794,"J strait",0,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","female calf","calf",1.056666667,NA
"W161","M20",2021,"f",1974,NA,1.193183813,2,0.008992935,"J strait",47,"Not pregnant","Not pregnant","alive",5,6,1,3,"yes","yes","female post reproductive","post reproductive female",1.056666667,NA
"W192","M20",2021,"f",1987,NA,1.181196254,2,0.008521426,"J strait",34,"Nursing 2","Nursing","alive",3,4,2,0,"yes","yes","female reproductive","reproductive female",1.056666667,NA
"W193","M20",2021,"f",1999,NA,1.125039276,10,0.014466647,"J strait",22,"Nursing 1","Nursing","alive",3,3,0,0,"no","no","female reproductive","reproductive female",1.056666667,NA
"W162","M20",2021,"m",2003,NA,1.203893973,3,0.002655126,"J strait",18,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","physically mature male","physically mature male",1.056666667,NA
"W62","M20",2021,"m",2004,NA,1.1686031,2,0.006077388,"J strait",17,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","sexually mature male","sexually mature male",1.056666667,NA
"W163","M20",2021,"f",2008,NA,1.144224211,2,0.005515765,"J strait",13,"Nursing 1","Nursing","alive",1,1,0,1,"no","no","female reproductive","reproductive female",1.056666667,NA
"W8","M5",2021,"f",2013,NA,1.136829249,10,0.01138561,"J strait",8,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","female juvenile","juvenile",1.056666667,NA
"W149","M5",2021,"f",2017,NA,1.115863375,3,0.004018487,"J strait",4,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","female juvenile","juvenile",1.056666667,NA
"W150","M5",2021,"m",2018,NA,1.128152091,4,0.007165725,"J strait",3,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","male calf","calf",1.056666667,NA
"W10","M5",2021,"m",1996,2023,1.212668191,5,0.012005984,"J strait",25,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","physically mature male","physically mature male",1.056666667,NA
"W11","M5",2021,"f",2004,NA,1.162170564,6,0.009574005,"J strait",17,"Not pregnant","Not pregnant","alive",1,1,1,0,"yes","no","female reproductive","reproductive female",1.056666667,NA
"W69","M5",2021,"f",2008,NA,1.162786616,6,0.007175159,"J strait",13,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","female reproductive","reproductive female",1.056666667,"alive"
"W12","M6",2021,"m",2014,NA,1.085879453,9,0.013300125,"J strait",7,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","male juvenile","juvenile",1.056666667,NA
"W164","M6",2021,"f",2020,NA,1.143299596,6,0.011900959,"J strait",1,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","female calf","calf",1.056666667,NA
"W63","M6",2021,"f",1984,NA,1.131819184,9,0.012696505,"J strait",37,"Nursing 2","Nursing","alive",4,5,2,2,"yes","yes","female reproductive","reproductive female",1.056666667,NA
"W13","M6",2021,"f",1999,NA,1.125274947,7,0.013942122,"J strait",22,"Pregnant - early stages","Not pregnant","alive",1,1,1,0,"yes","no","female reproductive","reproductive female",1.056666667,NA
"W14","M6",2021,"m",2005,NA,1.188077439,6,0.011808165,"J strait",16,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","sexually mature male","sexually mature male",1.056666667,NA
"W15","M6",2021,"m",2011,NA,1.13711614,3,0.005400607,"J strait",10,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","male juvenile","juvenile",1.056666667,NA
"W70","M7",2021,"f",2012,NA,1.110472761,1,NA,"J strait",9,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","female juvenile","juvenile",1.056666667,NA
"W16","M7",2021,"m",2013,NA,1.114891652,1,NA,"J strait",8,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","male juvenile","juvenile",1.056666667,NA
"W74","M7",2021,"f",2016,NA,1.105564617,3,0.008143091,"J strait",5,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","female juvenile","juvenile",1.056666667,NA
"W144","M7",2021,"f",2018,NA,1.096029552,1,NA,"J strait",3,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","female calf","calf",1.056666667,NA
"W194","M7",2021,"u",2021,NA,1.148758896,1,NA,"J strait",0,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","unknown calf","calf",1.056666667,NA
"W17","M7",2021,"f",1989,NA,1.163392243,2,0.010399849,"J strait",32,"Pregnant - early stages","Not pregnant","alive",4,6,1,3,"yes","no","female reproductive","reproductive female",1.056666667,NA
"W18","M7",2021,"f",2006,NA,1.166610591,1,NA,"J strait",15,"Nursing 3","Not pregnant","alive",1,1,1,0,"yes","no","female reproductive","reproductive female",1.056666667,NA
"W165","M33",2021,"f",1990,2023,1.143297178,7,0.008513988,"J strait",31,"Not pregnant","Not pregnant","alive",0,2,0,0,"no","no","female reproductive","reproductive female",1.056666667,NA
"W195","M34",2021,"f",2013,NA,1.100011373,6,0.00925544,"J strait",8,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","female juvenile","juvenile",1.056666667,NA
"W166","M34",2021,"f",2017,NA,1.140879009,7,0.012615245,"J strait",4,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","female juvenile","juvenile",1.056666667,NA
"W43","M15",2021,"m",2004,NA,1.143956215,13,0.012402107,"J strait",17,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","sexually mature male","sexually mature male",1.056666667,NA
"W44","M15",2021,"f",1974,NA,1.221907708,13,0.008958219,"J strait",47,"Not pregnant","Not pregnant","alive",2,4,2,0,"yes","yes","female post reproductive","post reproductive female",1.056666667,NA
"W46","M15",2021,"m",1997,NA,1.233535671,14,0.008323693,"J strait",24,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","physically mature male","physically mature male",1.056666667,NA
"W50","M17",2021,"f",2003,NA,1.198299223,21,0.011478504,"J strait",18,"Pregnant","Pregnant","alive",0,1,0,0,"no","no","female reproductive","reproductive female",1.056666667,NA
"W51","M17",2021,"f",1980,NA,1.210192162,26,0.010385965,"J strait",41,"Not pregnant","Not pregnant","alive",2,2,1,1,"yes","yes","female post reproductive","post reproductive female",1.056666667,NA
"W52","M17",2021,"m",1997,NA,1.210889773,21,0.011748991,"J strait",24,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","physically mature male","physically mature male",1.056666667,NA
"W54","M18",2021,"m",2007,NA,1.215646737,19,0.01486468,"J strait",14,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","sexually mature male","sexually mature male",1.056666667,NA
"W55","M18",2021,"u",2014,NA,1.115075987,35,0.009383859,"J strait",7,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","unknown juvenile","juvenile",1.056666667,NA
"W181","M18",2021,"f",2020,NA,1.129122024,14,0.010210008,"J strait",1,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","female calf","calf",1.056666667,NA
"W56","M18",2021,"f",1990,NA,1.17657521,27,0.010268762,"J strait",31,"Nursing 2","Nursing","alive",3,4,1,1,"yes","yes","female reproductive","reproductive female",1.056666667,NA
"W71","M1",2022,"f",2014,NA,1.175755608,4,0.003432468,"J strait CC",8,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","female juvenile","juvenile",1.036666667,NA
"W187","M1",2022,"m",2021,NA,1.126480861,10,0.011844986,"J strait CC",1,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","male calf","calf",1.036666667,NA
"W1","M1",2022,"f",1981,NA,1.25993642,15,0.007148612,"J strait CC",41,"Not pregnant","Not pregnant","alive",1,2,0,1,"no","no","female post reproductive","post reproductive female",1.036666667,NA
"W2","M1",2022,"m",1992,NA,1.213701521,13,0.008007032,"J strait CC",30,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","physically mature male","physically mature male",1.036666667,NA
"W3","M1",2022,"f",1997,NA,1.169353323,11,0.007565847,"J strait CC",25,"Nursing 2","Nursing","alive",3,3,2,1,"yes","yes","female reproductive","reproductive female",1.036666667,NA
"W4","M1",2022,"m",2009,NA,1.156678212,10,0.015987402,"J strait CC",13,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","sexually mature male","sexually mature male",1.036666667,NA
"W196","M29",2022,"u",2020,NA,1.08108514,1,NA,"J strait CC",2,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","unknown calf","calf",1.036666667,NA
"W148","M29",2022,"f",1995,NA,1.127976167,1,NA,"J strait CC",27,"Nursing 3","Not pregnant","alive",3,3,2,0,"yes","yes","female reproductive","reproductive female",1.036666667,NA
"W197","M19",2022,"m",2022,NA,1.152698993,11,0.01436363,"J strait CC",0,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","male calf","calf",1.036666667,"alive"
"W58","M19",2022,"f",1994,NA,1.184238177,15,0.0117995,"J strait CC",28,"Nursing 1","Nursing","alive",4,4,4,0,"yes","yes","female reproductive","reproductive female",1.036666667,NA
"W60","M19",2022,"m",2004,NA,1.206682816,9,0.006146345,"J strait CC",18,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","physically mature male","physically mature male",1.036666667,NA
"W61","M19",2022,"m",2005,NA,1.188535949,9,0.013301441,"J strait CC",17,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","sexually mature male","sexually mature male",1.036666667,NA
"W142","M19",2022,"m",2009,NA,1.14782834,7,0.003035596,"J strait CC",13,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","sexually mature male","sexually mature male",1.036666667,NA
"W143","M19",2022,"f",2010,NA,1.169504666,5,0.010976928,"J strait CC",12,"Pregnant","Pregnant","alive",0,0,0,0,"no","no","female reproductive","reproductive female",1.036666667,NA
"W12","M6",2022,"m",2014,NA,1.096419232,10,0.006129528,"J strait CC",8,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","male juvenile","juvenile",1.036666667,NA
"W164","M6",2022,"f",2020,NA,1.134003221,6,0.012204597,"J strait CC",2,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","female calf","calf",1.036666667,NA
"W63","M6",2022,"f",1984,NA,1.135143535,7,0.005470138,"J strait CC",38,"Nursing 3","Not pregnant","alive",4,5,2,2,"yes","yes","female reproductive","reproductive female",1.036666667,NA
"W13","M6",2022,"f",1999,NA,1.138365563,10,0.006350621,"J strait CC",23,"Pregnant","Pregnant","alive",1,1,1,0,"yes","no","female reproductive","reproductive female",1.036666667,NA
"W14","M6",2022,"m",2005,NA,1.184260687,6,0.009947492,"J strait CC",17,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","sexually mature male","sexually mature male",1.036666667,NA
"W15","M6",2022,"m",2011,NA,1.157097656,10,0.01306515,"J strait CC",11,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","male juvenile","juvenile",1.036666667,NA
"W70","M7",2022,"f",2012,NA,1.143902609,5,0.00835705,"J strait CC",10,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","female juvenile","juvenile",1.036666667,NA
"W16","M7",2022,"m",2013,NA,1.119483434,10,0.014052487,"J strait CC",9,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","male juvenile","juvenile",1.036666667,NA
"W74","M7",2022,"f",2016,NA,1.111138472,6,0.013610668,"J strait CC",6,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","female juvenile","juvenile",1.036666667,NA
"W144","M7",2022,"f",2018,NA,1.106203712,8,0.008940036,"J strait CC",4,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","female juvenile","juvenile",1.036666667,NA
"W151","M7",2022,"m",2019,NA,1.076703012,4,0.006640216,"J strait CC",3,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","male calf","calf",1.036666667,NA
"W194","M7",2022,"u",2021,NA,1.132395437,3,0.010429057,"J strait CC",1,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","unknown calf","calf",1.036666667,NA
"W17","M7",2022,"f",1989,NA,1.190137063,6,0.00720778,"J strait CC",33,"Pregnant","Pregnant","alive",4,6,1,3,"yes","no","female reproductive","reproductive female",1.036666667,NA
"W64","M7",2022,"f",2002,NA,1.168961705,3,0.007993643,"J strait CC",20,"Nursing 2","Nursing","alive",3,3,0,2,"no","no","female reproductive","reproductive female",1.036666667,NA
"W18","M7",2022,"f",2006,NA,1.204503844,9,0.008653244,"J strait CC",16,"Pregnant","Pregnant","alive",1,1,1,0,"yes","no","female reproductive","reproductive female",1.036666667,NA
"W87","M22",2022,"m",2012,NA,1.1307729,1,NA,"J strait CC",10,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","male juvenile","juvenile",1.036666667,NA
"W89","M22",2022,"f",2017,NA,1.147041072,4,0.007931245,"J strait CC",5,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","female juvenile","juvenile",1.036666667,NA
"W90","M22",2022,"f",1996,NA,1.212179387,3,0.00850946,"J strait CC",26,"Not pregnant","Not pregnant","alive",2,2,1,1,"yes","no","female reproductive","reproductive female",1.036666667,NA
"W92","M22",2022,"f",2005,NA,1.224008499,1,NA,"J strait CC",17,"Not pregnant","Not pregnant","alive",0,0,0,0,"no","no","female reproductive","reproductive female",1.036666667,NA
"W94","M22",2022,"m",2011,NA,1.149801525,5,0.011212526,"J strait CC",11,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","male juvenile","juvenile",1.036666667,NA
"W67","M22",2022,"m",2012,NA,1.105190284,1,NA,"J strait CC",10,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","male juvenile","juvenile",1.036666667,NA
"W43","M15",2022,"m",2004,NA,1.152500159,5,0.008350297,"J strait CC",18,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","physically mature male","physically mature male",1.036666667,NA
"W44","M15",2022,"f",1974,NA,1.181759724,5,0.022339429,"J strait CC",48,"Not pregnant","Not pregnant","alive",2,4,2,0,"yes","yes","female post reproductive","post reproductive female",1.036666667,NA
"W46","M15",2022,"m",1997,NA,1.210943588,5,0.013498051,"J strait CC",25,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","physically mature male","physically mature male",1.036666667,NA
"W50","M17",2022,"f",2003,NA,1.174054631,6,0.012878057,"J strait CC",19,"Nursing 1","Nursing","alive",1,2,1,0,"yes","no","female reproductive","reproductive female",1.036666667,NA
"W198","M17",2022,"m",2022,NA,1.143188572,2,0.001827295,"J strait CC",0,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","male calf","calf",1.036666667,"alive"
"W51","M17",2022,"f",1980,NA,1.203638597,6,0.00629206,"J strait CC",42,"Not pregnant","Not pregnant","alive",2,2,1,1,"yes","yes","female post reproductive","post reproductive female",1.036666667,NA
"W52","M17",2022,"m",1997,NA,1.205185594,1,NA,"J strait CC",25,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","physically mature male","physically mature male",1.036666667,NA
"W54","M18",2022,"m",2007,NA,1.234774453,8,0.006614213,"J strait CC",15,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","sexually mature male","sexually mature male",1.036666667,NA
"W55","M18",2022,"u",2014,NA,1.104608672,6,0.014190592,"J strait CC",8,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","unknown juvenile","juvenile",1.036666667,NA
"W181","M18",2022,"f",2020,NA,1.092375934,7,0.003548713,"J strait CC",2,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","female calf","calf",1.036666667,NA
"W56","M18",2022,"f",1990,NA,1.164901202,5,0.005888236,"J strait CC",32,"Nursing 3","Not pregnant","alive",3,4,1,1,"yes","yes","female reproductive","reproductive female",1.036666667,NA
"W157","M32",2022,"m",1987,NA,1.200478464,3,0.009279119,"J strait CC",35,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","physically mature male","physically mature male",1.036666667,NA
"W199","M39",2022,"f",1994,NA,1.182042282,3,0.006620304,"J strait CC",28,"Not pregnant","Not pregnant","alive",4,4,0,2,"no","no","female reproductive","reproductive female",1.036666667,NA
"W200","M39",2022,"u",2015,NA,1.072740747,3,0.0046837,"J strait CC",7,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","unknown juvenile","juvenile",1.036666667,NA
"W201","M39",2022,"u",2019,NA,1.073826574,6,0.012783313,"J strait CC",3,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","unknown calf","calf",1.036666667,NA
"W71","M1",2023,"f",2014,NA,1.1682332,2,0.008103488,"J strait CC",9,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","female juvenile","juvenile",1.48,NA
"W187","M1",2023,"m",2021,NA,1.114524042,7,0.007169542,"J strait CC",2,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","male calf","calf",1.48,NA
"W1","M1",2023,"f",1981,NA,1.261050886,4,0.025445948,"J strait CC",42,"Not pregnant","Not pregnant","alive",1,2,0,1,"no","no","female post reproductive","post reproductive female",1.48,NA
"W2","M1",2023,"m",1992,NA,1.221157275,6,0.015310577,"J strait CC",31,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","physically mature male","physically mature male",1.48,NA
"W3","M1",2023,"f",1997,NA,1.178249065,6,0.006464784,"J strait CC",26,"Nursing 3","Not pregnant","alive",3,3,2,1,"yes","yes","female reproductive","reproductive female",1.48,NA
"W4","M1",2023,"m",2009,NA,1.162342921,18,0.010864963,"J strait CC",14,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","sexually mature male","sexually mature male",1.48,NA
"W202","M5",2023,"m",2009,NA,1.136306055,8,0.007603904,"J strait CC",14,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","sexually mature male","sexually mature male",1.48,NA
"W159","M2",2023,"m",2019,NA,1.118835551,8,0.008684021,"J strait CC",4,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","male juvenile","juvenile",1.48,NA
"W5","M2",2023,"m",1994,NA,1.264004296,10,0.008591242,"J strait CC",29,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","physically mature male","physically mature male",1.48,NA
"W203","M20",2023,"u",2011,NA,1.099146414,1,NA,"J strait CC",12,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","unknown juvenile","juvenile",1.48,NA
"W204","M40",2023,"u",2013,NA,1.174613417,9,0.00633376,"J strait CC",10,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","unknown juvenile","juvenile",1.48,NA
"W188","M20",2023,"u",2016,NA,1.142536986,4,0.01382966,"J strait CC",7,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","unknown juvenile","juvenile",1.48,NA
"W160","M20",2023,"u",2017,NA,1.099598963,2,0.004084409,"J strait CC",6,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","unknown juvenile","juvenile",1.48,NA
"W189","M40",2023,"m",2020,NA,1.127434953,7,0.012702265,"J strait CC",3,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","male calf","calf",1.48,NA
"W190","M20",2023,"u",2021,NA,1.118558579,2,0.002322024,"J strait CC",2,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","unknown calf","calf",1.48,NA
"W191","M20",2023,"f",2021,NA,1.107987352,4,0.006095444,"J strait CC",2,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","female calf","calf",1.48,NA
"W192","M20",2023,"f",1987,NA,1.199475435,12,0.008861929,"J strait CC",36,"Not pregnant","Not pregnant","alive",3,4,2,0,"yes","yes","female reproductive","reproductive female",1.48,NA
"W193","M20",2023,"f",1999,NA,1.13643678,8,0.008404067,"J strait CC",24,"Nursing 3","Not pregnant","alive",3,3,0,0,"no","no","female reproductive","reproductive female",1.48,NA
"W162","M20",2023,"m",2003,NA,1.202880356,1,NA,"J strait CC",20,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","physically mature male","physically mature male",1.48,NA
"W62","M40",2023,"m",2004,NA,1.197235517,12,0.011342788,"J strait CC",19,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","physically mature male","physically mature male",1.48,NA
"W163","M20",2023,"f",2008,NA,1.144401511,3,0.004841526,"J strait CC",15,"Nursing 3","Not pregnant","alive",1,1,0,1,"no","no","female reproductive","reproductive female",1.48,NA
"W8","M5",2023,"f",2013,NA,1.145754341,5,0.01092016,"J strait CC",10,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","female juvenile","juvenile",1.48,NA
"W149","M5",2023,"f",2017,NA,1.126048377,5,0.010463046,"J strait CC",6,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","female juvenile","juvenile",1.48,NA
"W150","M5",2023,"m",2018,NA,1.124065998,2,0.014168142,"J strait CC",5,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","male juvenile","juvenile",1.48,NA
"W9","M5",2023,"f",1980,NA,1.20214524,6,0.008786261,"J strait CC",43,"Not pregnant","Not pregnant","alive",4,6,0,4,"no","no","female post reproductive","post reproductive female",1.48,NA
"W11","M5",2023,"f",2004,NA,1.200379343,14,0.007853462,"J strait CC",19,"Pregnant","Pregnant","alive",1,1,1,0,"yes","no","female reproductive","reproductive female",1.48,NA
"W69","M5",2023,"f",2008,NA,1.160681321,3,0.016969731,"J strait CC",15,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","female reproductive","reproductive female",1.48,"alive"
"W70","M7",2023,"f",2012,NA,1.147465967,4,0.011689929,"J strait CC",11,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","female juvenile","juvenile",1.48,NA
"W16","M7",2023,"m",2013,NA,1.115150309,4,0.012214734,"J strait CC",10,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","male juvenile","juvenile",1.48,NA
"W74","M7",2023,"f",2016,NA,1.111905372,5,0.019427212,"J strait CC",7,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","female juvenile","juvenile",1.48,NA
"W144","M7",2023,"f",2018,NA,1.13574446,6,0.005580684,"J strait CC",5,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","female juvenile","juvenile",1.48,NA
"W151","M7",2023,"m",2019,NA,1.139208215,3,0.003995984,"J strait CC",4,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","male juvenile","juvenile",1.48,NA
"W194","M7",2023,"u",2021,NA,1.119076275,2,0.002758856,"J strait CC",2,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","unknown calf","calf",1.48,NA
"W205","M7",2023,"m",2023,NA,1.183011918,3,0.00755551,"J strait CC",0,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","male calf","calf",1.48,NA
"W206","M7",2023,"m",2023,NA,1.139141155,9,0.014663959,"J strait CC",0,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","male calf","calf",1.48,NA
"W17","M7",2023,"f",1989,NA,1.129119712,5,0.019528321,"J strait CC",34,"Nursing 1","Nursing","alive",5,7,2,3,"yes","no","female reproductive","reproductive female",1.48,NA
"W64","M7",2023,"f",2002,NA,1.181754533,8,0.019448749,"J strait CC",21,"Nursing 3","Not pregnant","alive",3,3,0,2,"no","no","female reproductive","reproductive female",1.48,NA
"W18","M7",2023,"f",2006,NA,1.182227368,4,0.016548584,"J strait CC",17,"Nursing 1","Nursing","alive",2,2,2,0,"yes","no","female reproductive","reproductive female",1.48,NA
"W195","M34",2023,"f",2013,NA,1.115361891,1,NA,"J strait CC",10,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","female juvenile","juvenile",1.48,NA
"W166","M34",2023,"f",2017,NA,1.122042538,1,NA,"J strait CC",6,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","female juvenile","juvenile",1.48,NA
"W19","M8",2023,"m",1987,NA,1.189361408,7,0.013332632,"J strait CC",36,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","physically mature male","physically mature male",1.48,NA
"W207","M8",2023,"f",1991,NA,1.195129351,4,0.014368518,"J strait CC",32,"Not pregnant","Not pregnant","alive",4,4,3,0,"yes","yes","female reproductive","reproductive female",1.48,NA
"W208","M8",2023,"m",2004,NA,1.230413876,12,0.013341933,"J strait CC",19,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","physically mature male","physically mature male",1.48,NA
"W209","M8",2023,"m",2008,NA,1.190630966,13,0.016259533,"J strait CC",15,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","sexually mature male","sexually mature male",1.48,NA
"W210","M8",2023,"m",2014,NA,1.137733751,2,0.003304744,"J strait CC",9,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","male juvenile","juvenile",1.48,NA
"W211","M8",2023,"u",2020,NA,1.042883467,10,0.009906375,"J strait CC",3,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","unknown calf","calf",1.48,NA
"W212","M8",2023,"f",1949,NA,1.164458946,2,0.004179348,"J strait CC",74,"Not Applicable","Not pregnant","alive",2,5,1,1,"yes","yes","female post reproductive","post reproductive female",1.48,NA
"W213","M41",2023,"m",2004,NA,1.244789342,2,0.007238473,"J strait CC",19,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","physically mature male","physically mature male",1.48,NA
"W214","M41",2023,"f",1971,NA,1.175725536,4,0.024104423,"J strait CC",52,"Not Applicable","Not pregnant","alive",1,4,1,0,"yes","yes","female post reproductive","post reproductive female",1.48,NA
"W37","M14",2023,"m",2004,NA,1.172934153,6,0.016986096,"J strait CC",19,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","physically mature male","physically mature male",1.48,NA
"W38","M14",2023,"m",2009,NA,1.142338255,2,0.012872473,"J strait CC",14,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","sexually mature male","sexually mature male",1.48,"dead"
"W68","M14",2023,"f",2009,NA,1.162891734,19,0.011365082,"J strait CC",14,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","female reproductive","reproductive female",1.48,"alive"
"W39","M14",2023,"f",2014,NA,1.133621817,6,0.007506227,"J strait CC",9,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","female juvenile","juvenile",1.48,NA
"W180","M14",2023,"f",2020,NA,1.114026753,10,0.009296586,"J strait CC",3,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","female calf","calf",1.48,NA
"W41","M14",2023,"f",1986,NA,1.146601601,7,0.006304955,"J strait CC",37,"Not pregnant","Not pregnant","alive",4,4,1,3,"yes","yes","female reproductive","reproductive female",1.48,NA
"W42","M14",2023,"m",2002,NA,1.177184808,3,0.010206682,"J strait CC",21,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","physically mature male","physically mature male",1.48,NA
"W43","M15",2023,"m",2004,NA,1.177363408,7,0.012411704,"J strait CC",19,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","physically mature male","physically mature male",1.48,NA
"W44","M15",2023,"f",1974,NA,1.184243391,3,0.005639803,"J strait CC",49,"Not pregnant","Not pregnant","alive",2,4,2,0,"yes","yes","female post reproductive","post reproductive female",1.48,NA
"W46","M15",2023,"m",1997,NA,1.233291762,2,0.012516163,"J strait CC",26,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","physically mature male","physically mature male",1.48,NA
